	batch order	entry name	function	keywords	ec number	similar hits (close to same %id of highest from either e. coli or phage)	my comments	internal name	internal group	ami rank	fol rank	mac rank	tet rank	oth rank	Unnamed: 23	total	count uncharacterized	count comments	count no results	count not confident	>= 95%	>= 90%	>= 75%	>= 50%	Unnamed: 0	rank	group_name	Gene	Non-unique Gene name	Annotation	entry	protein names	protein families	gene names	organism	length (aa)	identity (%)	score	evalue	No. isolates	No. sequences	Avg sequences per isolate	Min group size nuc	Max group size nuc	Avg group size nuc
4673																									6082	56	yedQ	group_14766	ulaE	L-xylulose 5-phosphate 3-epimerase										128	128	1	311	854	836
4674																									5571	56	yedQ	group_16710	ulaC	L-ascorbate PTS permease - UlaC subunit										154	154	1	269	464	447
4675																									2497	56	yedQ	fimG		fimbrial morphology										739	739	1	329	509	502
4676																									2564	56	yedQ	yedP		putative phosphatase										726	726	1	131	818	810
4677																									6247	56	yedQ	yagU_2		inner membrane protein that contributes to acid resistance										121	121	1	551	551	551
4678																									6147	56	yedQ	group_16718	gntP	gluconate / fructuronate transporter GntP										125	125	1	869	1343	1339
4679																									2807	56	yedQ	ulaC		L-ascorbate PTS permease - UlaC subunit										678	678	1	110	464	455
4680																									5951	56	yedQ	group_1610	vgrG1_1	Actin cross-linking toxin VgrG1										134	139	1.04	176	5264	1888
2247																									7757	28	ydiN	group_4244	yhfT	putative inner membrane protein										82	82	1	98	1304	949
2248																									6743	28	ydiN	group_13799	ydiR	putative subunit of YdiQ-YdiR flavoprotein										104	104	1	641	938	934
2249																									2264	28	ydiN	ydiN		putative inner membrane protein YdiN										776	776	1	206	1265	1244
2250																									6760	28	ydiN	group_23443	uspG	universal stress protein UP12										104	104	1	215	428	425
2251																									6004	28	ydiN	group_25896		hypothetical protein										132	132	1	143	269	268
2252																									7154	28	ydiN	group_11745	ybdH	putative oxidoreductase										94	94	1	239	1088	1073
2253																									2773	28	ydiN	group_25894		hypothetical protein										685	685	1	158	269	268
2254																									2348	28	ydiN	ydiK		putative inner membrane protein										764	764	1	605	1115	1106
2255																									2365	28	ydiN	ydiF		fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit										760	760	1	293	1808	1540
2256																									2502	28	ydiN	pheT		phenylalanyl-tRNA synthetase beta-chain										738	738	1	1970	2387	2386
2257																									2710	28	ydiN	group_6741		hypothetical protein										695	695	1	257	713	711
2258																									2420	28	ydiN	group_11257		hypothetical protein										752	752	1	275	1220	1209
2259																									2574	28	ydiN	ybdH		putative oxidoreductase										724	724	1	533	1088	1086
2260																									2463	28	ydiN	argG		argininosuccinate synthase										746	746	1	455	1343	1339
2261																									2380	28	ydiN	group_12262		hypothetical protein										758	758	1	335	629	618
2262																									2387	28	ydiN	cstA		peptide transporter induced by carbon starvation										757	757	1	248	2105	2077
2263																									2553	28	ydiN	ydiO		putative acyl-CoA dehydrogenase										728	728	1	263	1151	1140
2264																									2794	28	ydiN	ydiR		putative subunit of YdiQ-YdiR flavoprotein										680	680	1	140	938	936
2265																									6605	28	ydiN	group_6740		hypothetical protein										109	109	1	200	713	652
2266																									2481	28	ydiN	ydeQ		putative fimbrial-like adhesin protein										744	744	1	377	914	904
2267																									2472	28	ydiN	folP		dihydropteroate synthase										745	745	1	434	848	847
2268																									2652	28	ydiN	group_10886		hypothetical protein										708	708	1	179	320	198
2269																									2685	28	ydiN	uspG		universal stress protein UP12										699	699	1	428	428	428
2270																									6881	28	ydiN	ydiF_1		fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit										101	101	1	278	1595	1148
2271																									2343	28	ydiN	btuE		thioredoxin/glutathione peroxidase										764	764	1	275	551	548
2272																									2377	28	ydiN	entH		proofreading thioesterase in enterobactin biosynthesis										759	759	1	197	413	412
2273																									2483	28	ydiN	ybdL		methionine-oxo-acid transaminase, PLP-dependent										744	744	1	509	1160	1150
2274																									7429	28	ydiN	group_9837	ybdL	methionine-oxo-acid transaminase, PLP-dependent										90	90	1	110	1160	998
1046																									4910	21	ydfI	ydfT		Qin prophage; predicted antitermination protein Q										206	206	1	350	767	744
1047																									6052	21	ydfI	group_37353		hypothetical protein										130	130	1	164	164	164
1048																									4635	21	ydfI	hokD		Qin prophage; small toxic polypeptide										243	243	1	155	212	164
1049																									4587	21	ydfI	cspB		Qin prophage; cold shock protein; predicted DNA-binding transcriptional regulator										250	250	1	215	215	215
1050																									4205	21	ydfI	ydfK		Qin prophage; cold shock gene, predicted DNA-binding transcriptional regulator										313	313	1	218	233	232
1051																									5833	21	ydfI	dicA		DicA DNA-binding transcriptional repressor										141	141	1	407	407	407
1052																									4669	21	ydfI	gnsB		Qin prophage; predicted protein										239	239	1	173	179	173
1053																									4585	21	ydfI	essQ		Qin prophage; predicted S lysis protein										250	250	1	200	233	206
1054																									4704	21	ydfI	rem		Qin prophage; predicted protein										233	233	1	251	251	251
1055																									3770	21	ydfI	ydfI		putative mannonate dehydrogenase										424	433	1.03	98	1460	1396
1056																									4931	21	ydfI	relE		Qin prophage; toxin of the RelE-RelB toxin-antitoxin system and cofactor to enhance the repressor activity of RelB										203	203	1	125	287	286
1057																									6838	21	ydfI	ydfW		Qin prophage; predicted protein										102	102	1	422	1340	1273
1058																									4973	21	ydfI	ydfX		Qin prophage; predicted protein										198	198	1	290	521	410
1059																									4398	21	ydfI	ydfR		Qin prophage; predicted protein										276	276	1	188	551	308
1060																									5438	21	ydfI	group_4437	ydfB	Qin prophage; small protein										163	164	1.01	128	617	188
1061																									5103	21	ydfI	relB		RelB Qin prophage; antitoxin of the RelE-RelB toxin-antitoxin system and DNA binding transcriptional repressor										185	185	1	239	239	239
1062																									4781	21	ydfI	group_6058	ydfI	putative mannonate dehydrogenase										224	224	1	590	1460	1443
1063																									7528	21	ydfI	group_14617	ydfU	Qin prophage; predicted protein										87	87	1	317	1049	1035
1064																									4520	21	ydfI	tfaQ		Qin prophage; predicted tail fibre assembly protein										257	257	1	218	602	572
1065																									4780	21	ydfI	rrrQ		Qin prophage; predicted lysozyme										224	224	1	167	1025	526
1066																									5435	21	ydfI	dicC		Qin prophage; DNA-binding transcriptional regulator for DicB										163	163	1	134	230	229
1067																									7584	21	ydfI	group_21735	flxA	Qin prophage; predicted protein										86	86	1	134	332	328
1068																									4964	21	ydfI	group_37345		hypothetical protein										200	200	1	119	119	119
1069																									5415	21	ydfI	ydfO		Qin prophage; predicted protein										164	164	1	116	410	403
1070																									4395	21	ydfI	pinQ		Rac prophage; predicted site-specific recombinase										277	277	1	179	590	579
1071																									4607	21	ydfI	cspI		Qin prophage; cold shock protein										247	247	1	212	212	212
1072																									4614	21	ydfI	cspF		Qin prophage; cold shock protein										246	246	1	200	212	211
72	73	YNAK_ECOLI		#Reference proteome				ydfN_2	ydaM	8	7	0	5	3											5358	8	ydaM	ydfN_2		hypothetical protein	P76068	ParB-like nuclease domain-containing protein YnaK		ynaK, b1365, JW1359	Escherichia coli (strain K12)	87	98.8	170.244	1.00E-54	168	168	1	263	1328	535
73	74	YDAU_ECOLI		#Reference proteome		A0A0U2RT81 / A0A6M3AVB8 / Q8X8R8	similar hits mention "Primosomal protein I" and "Phage protein" and "Phage replication protein"; phage association	group_11781	ydaM	8	7	0	5	3											5652	8	ydaM	group_11781		hypothetical protein	P76065	Uncharacterized protein YdaU		ydaU, b1359, JW1354	Escherichia coli (strain K12)	285	97.8	535.798	0	150	150	1	269	881	816
74	75	YDAQ_ECOLI		#Reference proteome		Q8X8Q7 / A0A0U2RY08 / A0A481W3A3	similar hits mention "Excisionase" and "YdaQ protein"; potential phage association	group_31990	ydaM	8	7	0	5	3											4229	8	ydaM	group_31990		hypothetical protein	P76057	Uncharacterized protein YdaQ		ydaQ, b1346, JW5207	Escherichia coli (strain K12)	71	100	154.836	1.40E-50	308	308	1	215	215	215
409										8	7	0	5	3											3695	8	ydaM	dbpA		ATP-dependent RNA helicase, specific for 23S rRNA										448	448	1	1196	1373	1372
410										8	7	0	5	3											4766	8	ydaM	sieB		Rac prophage; phage superinfection exclusion protein										225	225	1	356	689	609
411										8	7	0	5	3											4543	8	ydaM	ydaF		Rac prophage; predicted protein										255	255	1	152	155	154
412										8	7	0	5	3											5254	8	ydaM	rzpR		DLP12 prophage; predicted murein endopeptidase										175	175	1	170	539	385
413										8	7	0	5	3											4394	8	ydaM	group_11293	ydaM	diguanylate cyclase, transcriptional modulator										277	277	1	407	1232	1212
414										8	7	0	5	3											3986	8	ydaM	group_25593	dbpA	ATP-dependent RNA helicase, specific for 23S rRNA										367	367	1	191	1373	1369
415										8	7	0	5	3											4792	8	ydaM	ydaV		Rac prophage; predicted DNA replication protein										222	222	1	740	746	745
416										8	7	0	5	3											5418	8	ydaM	trkG		K  transporter TrkG										164	164	1	959	1643	1418
417										8	7	0	5	3											6335	8	ydaM	tfaR		Rac prophage; predicted tail fiber assembly protein										117	117	1	176	584	566
418										8	7	0	5	3											5794	8	ydaM	pinR		Rac prophage; predicted site-specific recombinase										143	143	1	182	590	585
419										8	7	0	5	3											3363	8	ydaM	ydaM		diguanylate cyclase, transcriptional modulator										538	538	1	398	1262	1210
420										8	7	0	5	3											5342	8	ydaM	ydaG		Rac prophage; small protein										169	169	1	134	134	134
421										8	7	0	5	3											4319	8	ydaM	intR		Rac prophage; predicted integrase										292	292	1	470	1235	1224
422										8	7	0	5	3											3843	8	ydaM	ydbH		putative protein										407	407	1	260	2639	2623
423										8	7	0	5	3											4356	8	ydaM	racC		Rac prophage; predicted protein										285	285	1	128	323	274
424										8	7	0	5	3											4624	8	ydaM	ydaE		Rac prophage; zinc-binding protein										245	245	1	170	176	170
425										8	7	0	5	3											6043	8	ydaM	ynaE		Rac prophage; cold shock protein, function unknown										130	130	1	182	266	232
426										8	7	0	5	3											4381	8	ydaM	recE		exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific										280	280	1	443	3167	2549
427										8	7	0	5	3											5019	8	ydaM	ydaW		Rac prophage; predicted DNA-binding protein										193	193	1	182	761	673
428										8	7	0	5	3											3786	8	ydaM	ydbK		putative pyruvate:flavodoxin oxidoreductase										418	418	1	2798	3524	3520
429										8	7	0	5	3											3523	8	ydaM	ompN		outer membrane pore protein N, non-specific										494	494	1	227	1133	980
430										8	7	0	5	3											6229	8	ydaM	ydaT		Rac prophage; predicted protein										121	121	1	305	422	421
431										8	7	0	5	3											3926	8	ydaM	group_10760	ompN	outer membrane pore protein N, non-specific										383	383	1	365	1196	1057
432										8	7	0	5	3											5094	8	ydaM	kilR		Rac prophage; inhibitor of FtsZ, killing protein										186	186	1	221	221	221
433										8	7	0	5	3											4410	8	ydaM	recT		recombinase, DNA renaturation										273	273	1	245	809	805
434										8	7	0	5	3											4827	8	ydaM	group_10767	ydbH	putative protein										217	217	1	659	2699	2607
435										8	7	0	5	3											6568	8	ydaM	group_37342	racR	Rac prophage; predicted DNA-binding transcriptional regulator										110	110	1	476	476	476
436										8	7	0	5	3											3874	8	ydaM	group_18678	ydbK	putative pyruvate:flavodoxin oxidoreductase										398	398	1	590	3524	3509
437										8	7	0	5	3											4237	8	ydaM	rcbA		protein involved in maintaining chromosome integrity / Rac prophage										306	306	1	188	209	199
4681																									7690	57	ybjJ	group_10705		hypothetical protein										83	83	1	911	1778	1746
4682																									6369	57	ybjJ	group_14392	intD_1	DLP12 prophage; predicted integrase										116	116	1	569	1052	1038
4683																									6956	57	ybjJ	dam_2		DNA adenine methyltransferase										100	100	1	779	866	855
4684																									6644	57	ybjJ	group_13308		hypothetical protein										107	107	1	341	485	482
4685																									6958	57	ybjJ	group_6172		hypothetical protein										100	102	1.02	308	428	426
4686																									6641	57	ybjJ	group_11526		hypothetical protein										107	109	1.02	359	359	359
4687																									2981	57	ybjJ	ybjL		putative transporter										645	645	1	1406	1685	1680
4688																									6637	57	ybjJ	group_8100		hypothetical protein										108	108	1	1100	1103	1100
4689																									6678	57	ybjJ	group_12639	dinI_2	DNA damage-inducible protein I										106	106	1	224	233	232
4690																									7665	57	ybjJ	group_22254		hypothetical protein										84	84	1	356	1058	1049
4691																									6578	57	ybjJ	group_19936	grxA	Glutaredoxin 1										109	109	1	257	257	257
4692																									2665	57	ybjJ	grxA		Glutaredoxin 1										705	705	1	125	257	256
4693																									2840	57	ybjJ	nfsA		NADPH nitroreductase monomer										673	673	1	200	830	711
4694																									5350	57	ybjJ	group_23464	ybjL	putative transporter										169	169	1	1685	1685	1685
4695																									6524	57	ybjJ	group_7614		hypothetical protein										112	112	1	578	641	580
4696																									6391	57	ybjJ	group_9258		hypothetical protein										116	116	1	233	233	233
4697																									5944	57	ybjJ	rrrD_2		hypothetical protein										135	188	1.4	215	644	289
4698																									6566	57	ybjJ	group_31939	ybjM	putative inner membrane protein										110	110	1	377	524	378
4699																									5832	57	ybjJ	group_28923	ogrK	DNA-binding transcriptional regulator, prophage P2 remnant										141	141	1	218	245	218
4700																									5654	57	ybjJ	group_16752	ybjI	FMN phosphatase										150	150	1	440	845	811
4701																									6932	57	ybjJ	gpFI		Putative prophage major tail sheath protein										100	130	1.3	203	1172	1033
4702																									6665	57	ybjJ	group_2858		hypothetical protein										107	107	1	749	1049	1027
4703																									7044	57	ybjJ	group_12029		hypothetical protein										97	97	1	431	431	431
4704																									6720	57	ybjJ	group_20529		hypothetical protein										105	105	1	188	188	188
4705																									2381	57	ybjJ	ybjJ		putative transporter										758	758	1	332	1208	1131
4706																									6704	57	ybjJ	group_7389		hypothetical protein										106	108	1.02	365	377	376
4707																									7697	57	ybjJ	group_15849		hypothetical protein										83	83	1	650	650	650
4708																									6940	57	ybjJ	group_22259		hypothetical protein										100	100	1	203	203	203
4709																									6649	57	ybjJ	group_14936		hypothetical protein										107	107	1	347	464	462
4710																									6334	57	ybjJ	group_9639		hypothetical protein										118	119	1.01	833	833	833
4711																									2885	57	ybjJ	ybjI		FMN phosphatase										665	665	1	299	815	811
4712																									7055	57	ybjJ	group_20521		hypothetical protein										97	97	1	200	200	200
4713																									6740	57	ybjJ	group_11520		hypothetical protein										104	104	1	227	227	227
4714																									6399	57	ybjJ	group_20522		hypothetical protein										115	115	1	341	341	341
4715																									5836	57	ybjJ	group_4909	nfsA	NADPH nitroreductase monomer										141	141	1	182	767	700
4716																									2666	57	ybjJ	ybjM		putative inner membrane protein										705	705	1	374	377	376
75	76	A0A0H3JE72_ECO57		#Reference proteome		A0A0H3JM16 / Q9XJH7 / Q9EYA3 / Q7Y2N0	similar hits of extremely high identity mention "DUF1317 family protein" and "Uncharacterized protein H0062" and "Secreted protein"; many many hits of >90% identity; potential relation to Shiga toxin	group_6120	ybhC	5	12	1	17	2											4874	5	ybhC	group_6120		hypothetical protein	A0A0H3JE72	DUF1317 family protein		ECs_0808	Escherichia coli O157:H7	60	100	125.946	1.90E-39	211	211	1	158	182	181
76	77	A8B1J5_ECO57		#Reference proteome		A0A653FR79 / A0A1I9LJN0 / Q9XJH9	similar hits of extremely high identity mention "Recombinational DNA repair protein RecT (Prophage associated)" and "Recombination protein Bet" and "Bet protein"; many many hits of >90% identity	group_9565	ybhC	5	12	1	17	2											5048	5	ybhC	group_9565		hypothetical protein	A8B1J5	Phage recombination protein Bet		ECs_3001	Escherichia coli O157:H7	261	99.2	486.878	4.40E-176	191	192	1.01	182	785	716
77	78	Q8X889_ECO57		#Reference proteome		A0A346FJ44 / K7P7T6 / K7P798	similar hits of extremely high identity mention "Phage protein"; many many hits of >90% identity; potentially uncharacterized component of a toxin-antitoxin system or repressor system	group_10338	ybhC	5	12	1	17	2											4393	5	ybhC	group_10338		hypothetical protein	Q8X889	Phage protein		ECs_0802	Escherichia coli O157:H7	55	100	123.635	1.10E-38	277	277	1	146	167	166
78	79	Q8X4S7_ECO57		#Reference proteome		A0A653FSI4 / Q6H9Z2 / Q9KXG5 / A0A1I9LJM8	similar hits of extremely high identity mention "Uncharacterized protein H0082" and "RecT protein"; many many hits of >90% identity; potentially uncharacterized component of a toxin-antitoxin system or repressor system	group_8284	ybhC	5	12	1	17	2											4875	5	ybhC	group_8284		hypothetical protein	Q8X4S7	DUF1382 family protein		ECs_0807	Escherichia coli O157:H7	63	100	123.635	1.90E-38	211	211	1	113	191	189
79	80	YBHH_ECOL6		#Isomerase	EC:5.-.-.-	Q8X924 / P0AAV8		group_11749	ybhC	5	12	1	17	2											3914	5	ybhC	group_11749		hypothetical protein	P0AAV9	Putative isomerase YbhH, 5.-.-.-	Belongs to the PrpF family.	ybhH, c0846	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	350	99.4	688.337	0	386	386	1	317	1052	1030
80	81	A0A0H3JCQ0_ECO57		#Reference proteome		A7UQX5 / A0A1I9LJM7 / A0A0N7C219	similar hits of extremely high identity mention "Cell division protein ZapA"; many many hits of >90% identity; potential component of a toxin-antitoxin system or repressor system	group_9151	ybhC	5	12	1	17	2											5038	5	ybhC	group_9151		hypothetical protein	A0A0H3JCQ0	Cell division protein ZapA		ECs_0806	Escherichia coli O157:H7	71	100	144.436	1.90E-46	192	192	1	215	281	216
81	82	YBHH_ECOL6		#Isomerase	EC:5.-.-.-	P0AAV8 / Q8X924		group_11748	ybhC	5	12	1	17	2											3767	5	ybhC	group_11748		hypothetical protein	P0AAV9	Putative isomerase YbhH, 5.-.-.-	Belongs to the PrpF family.	ybhH, c0846	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	350	100	691.419	0	424	424	1	341	1052	1040
364										5	12	1	17	2											4096	5	ybhC	intE_1		e14 prophage; predicted integrase										338	338	1	416	1076	992
365										5	12	1	17	2											4101	5	ybhC	group_25518	ybhC	outer membrane lipoprotein										337	337	1	1283	1283	1283
366										5	12	1	17	2											3954	5	ybhC	group_53	ybhI	YbhI DASS Transporter										376	376	1	506	1433	1396
367										5	12	1	17	2											4091	5	ybhC	group_9437	bioF	8-amino-7-oxononanoate synthase monomer										339	339	1	230	1253	1151
368										5	12	1	17	2											4200	5	ybhC	group_6716	ybhJ	putative hydratase										314	314	1	182	2261	2237
369										5	12	1	17	2											3591	5	ybhC	bioF		8-amino-7-oxononanoate synthase monomer										476	476	1	968	1157	1153
370										5	12	1	17	2											3811	5	ybhC	ybhJ		putative hydratase										414	416	1.01	182	2261	2234
371										5	12	1	17	2											3758	5	ybhC	ybhI		YbhI DASS Transporter										427	427	1	305	1439	1390
372										5	12	1	17	2											5648	5	ybhC	group_4737	ybcC_2	DLP12 prophage; predicted exonuclease										151	154	1.02	95	701	668
373										5	12	1	17	2											5145	5	ybhC	group_22067		hypothetical protein										181	181	1	149	602	434
374										5	12	1	17	2											3586	5	ybhC	ybhC		outer membrane lipoprotein										477	477	1	932	1283	1282
2415																									2293	31	ybdJ	yhaH		putative cytochrome										770	770	1	140	455	363
2416																									2403	31	ybdJ	agaA		putative truncated N-acetylgalactosamine-6-phosphate deacetylase										755	755	1	341	1148	1043
2417																									6750	31	ybdJ	group_18365		hypothetical protein										104	104	1	278	290	278
2418																									7156	31	ybdJ	group_12993	borD	bacteriophage lambda Bor protein										94	94	1	293	293	293
2419																									6744	31	ybdJ	group_15537	yfeO	putative ion channel protein										104	104	1	599	1256	1237
2420																									6785	31	ybdJ	group_10659		hypothetical protein										103	103	1	1451	3311	3198
2421																									2513	31	ybdJ	rnr		RNase R										736	736	1	299	2441	2434
2422																									2396	31	ybdJ	purA		adenylosuccinate synthetase										756	756	1	1079	1298	1297
2423																									2334	31	ybdJ	yciN		putative protein										766	766	1	251	251	251
2424																									6667	31	ybdJ	group_29748		hypothetical protein										107	107	1	341	341	341
2425																									7670	31	ybdJ	group_24603		hypothetical protein										84	84	1	362	371	370
2426																									7615	31	ybdJ	group_68428		hypothetical protein										86	86	1	140	140	140
2427																									2950	31	ybdJ	hokE_1		HokE										654	655	1.01	152	251	186
2428																									6628	31	ybdJ	lexA_2		LexA repressor										108	108	1	338	338	338
2429																									7119	31	ybdJ	kanE		Alpha-D-kanosaminyltransferase										95	95	1	194	1115	1008
2430																									6875	31	ybdJ	group_5809	ypdE	broad-specificity examinopeptidase										102	102	1	227	1085	996
2431																									2372	31	ybdJ	fryA		fused predicted PTS system enzymes: Hpr component, enzyme I component, enzyme IIA component										760	760	1	206	2678	2462
2432																									3035	31	ybdJ	ugd		UDP-glucose 6-dehydrogenase										634	634	1	551	1166	1163
2433																									7097	31	ybdJ	group_3486	essD	DLP12 prophage; predicted phage lysis protein										96	97	1.02	215	215	215
2434																									2353	31	ybdJ	envR		EnvR DNA-binding transcriptional repressor										763	763	1	296	662	658
2435																									7005	31	ybdJ	group_68457	insL-3_3	putative IS186/IS421 transposase										99	99	1	1112	1112	1112
2436																									7014	31	ybdJ	group_1819		hypothetical protein										98	99	1.02	101	2663	1412
2437																									7071	31	ybdJ	group_7274	ligB	DNA ligase										97	97	1	188	1682	1268
2438																									2692	31	ybdJ	wcaM		putative colanic acid biosynthesis protein										698	698	1	239	1412	1387
2439																									2436	31	ybdJ	yqjG		S-glutathionyl-(chloro)hydroquinone reductase										751	751	1	479	986	983
2440																									2551	31	ybdJ	wcaE		putative colanic acid biosynthesis glycosyl transferase										728	728	1	737	755	746
2441																									2275	31	ybdJ	ybdJ		putative inner membrane protein										773	773	1	200	278	244
2442																									5186	31	ybdJ	group_4710	flhB_1	flagellar biosynthesis protein FlhB										179	200	1.12	167	1121	561
2443																									2631	31	ybdJ	wcaJ		putative colanic acid biosynthsis UDP-glucose lipid carrier transferase										712	712	1	1211	1394	1393
2444																									2554	31	ybdJ	wcaF		putative acyl transferase										728	728	1	323	548	547
2445																									2556	31	ybdJ	wcaC		putative colanic acid biosynthesis glycosyl transferase										728	728	1	953	1217	1216
2446																									7743	31	ybdJ	group_19616		hypothetical protein										82	82	1	446	449	446
2447																									7744	31	ybdJ	group_22014	rnr	RNase R										82	82	1	953	2441	2419
2448																									2447	31	ybdJ	oppD		murein tripeptide ABC transporter / peptide ABC transporter - putative ATP binding subunit										749	749	1	530	1013	1011
2449																									2480	31	ybdJ	ypdE		broad-specificity examinopeptidase										744	744	1	209	2123	1038
2450																									2488	31	ybdJ	group_11911		hypothetical protein										741	741	1	95	401	398
2451																									2450	31	ybdJ	group_10327		hypothetical protein										748	748	1	296	659	656
2452																									2615	31	ybdJ	wcaL		putative colanic biosynthesis glycosyl transferase										716	716	1	392	1220	1217
2453																									6039	31	ybdJ	insJ_2		IS150 protein InsA										131	210	1.61	176	521	515
2454																									2602	31	ybdJ	wcaD		putative colanic acid polymerase										719	719	1	1052	1220	1217
2455																									2452	31	ybdJ	agaI		putative galactosamine-6-phosphate isomerase										748	748	1	161	713	636
2456																									2596	31	ybdJ	gmm		GDP-mannose mannosyl hydrolase										721	721	1	326	482	480
2457																									7179	31	ybdJ	group_26938		hypothetical protein										94	94	1	110	110	110
2458																									2462	31	ybdJ	yjfC		putative synthetase/amidase										746	746	1	257	1163	1159
2459																									7273	31	ybdJ	group_8856	ydaT	Rac prophage; predicted protein										93	93	1	425	425	425
2460																									2465	31	ybdJ	wzb		tyrosine phosphatase										746	746	1	200	449	442
2461																									2581	31	ybdJ	gmd		GDP-mannose 4,6-dehydratase										723	723	1	1121	2090	1122
2462																									5164	31	ybdJ	group_6147		hypothetical protein										180	185	1.03	326	1202	790
2463																									5280	31	ybdJ	ydaT_4		Rac prophage; predicted protein										173	175	1.02	230	425	335
2464																									2643	31	ybdJ	fcl		GDP-fucose synthase										710	710	1	482	1235	966
2465																									2277	31	ybdJ	group_17523		hypothetical protein										773	773	1	311	383	370
2466																									2686	31	ybdJ	cpsG		phosphomannomutase										699	699	1	818	1454	1370
2467																									2406	31	ybdJ	yjfJ		putative transcriptional regulator effector protein										754	754	1	98	698	693
2468																									2688	31	ybdJ	gnd		6-phosphogluconate dehydrogenase (decarboxylating)										698	698	1	1034	1406	1403
2469																									2287	31	ybdJ	group_13124		hypothetical protein										771	771	1	155	299	298
2470																									2412	31	ybdJ	oppA		peptide ABC transporter - periplasmic binding protein										753	753	1	248	1676	1670
2471																									7344	31	ybdJ	group_24177		hypothetical protein										91	91	1	482	1388	661
2472																									7338	31	ybdJ	group_2050		hypothetical protein										91	91	1	698	698	698
2473																									2505	31	ybdJ	kch		K  channel Kch monomer										737	737	1	536	1253	1249
2474																									2498	31	ybdJ	proP		osmolyte:H  symporter ProP										739	739	1	785	1526	1500
2475																									2541	31	ybdJ	wzc		tyrosine kinase involved in colanic acid biosynthesis										730	730	1	398	2162	2159
2476																									2675	31	ybdJ	wcaI		putative colanic biosynthesis glycosyl transferase										702	702	1	218	1223	1217
2477																									2670	31	ybdJ	cpsB		mannose-1-phosphate guanylyltransferase										703	703	1	386	1439	1432
2478																									6337	31	ybdJ	group_13002	hokE_1	HokE										117	117	1	152	251	179
2479																									7388	31	ybdJ	group_11733	envY	EnvY DNA-binding transcriptional activator										90	90	1	239	761	716
2480																									2426	31	ybdJ	yieE		putative phosphopantetheinyl transferase										752	752	1	146	749	746
2481																									2549	31	ybdJ	wcaB		putative colanic acid biosynthesis acyl transferase										729	729	1	173	488	486
2482																									2550	31	ybdJ	wcaA		putative colanic acid biosynthesis glycosyl transferase										729	729	1	839	1016	839
2403																									5522	30	ybcO	ybcO		DLP12 prophage; predicted protein										157	157	1	167	290	289
2404																									6466	30	ybcO	group_22438		hypothetical protein										113	113	1	209	254	212
2405																									5892	30	ybcO	group_8805		hypothetical protein										138	138	1	251	662	593
2406																									6745	30	ybcO	group_15970		hypothetical protein										104	104	1	530	983	927
2407																									7602	30	ybcO	group_32677		hypothetical protein										86	86	1	854	1139	1135
2408																									7624	30	ybcO	group_14218	tfaR	hypothetical protein										85	85	1	437	1301	1250
2409																									7393	30	ybcO	group_15976		hypothetical protein										90	90	1	245	1094	1063
2410																									7663	30	ybcO	group_19310		hypothetical protein										84	84	1	119	407	384
2411																									7596	30	ybcO	group_29191		hypothetical protein										86	86	1	104	224	176
2412																									6703	30	ybcO	group_7338		hypothetical protein										106	106	1	410	554	540
2413																									7746	30	ybcO	group_24262		hypothetical protein										82	82	1	161	386	380
2414																									7745	30	ybcO	group_22176		hypothetical protein										82	82	1	323	962	949
2783																									2748	34	ybaQ	copA		Cu  efflux ATPase										689	689	1	1958	2504	2502
2784																									5807	34	ybaQ	group_19962		hypothetical protein										142	142	1	407	1532	1500
2785																									2383	34	ybaQ	ycjU		beta-phosphoglucomutase										758	759	1.01	335	1082	657
2786																									2741	34	ybaQ	rhlE		ATP-dependent RNA helicase										691	691	1	617	1367	1358
2787																									5771	34	ybaQ	group_7712	ygeH	putative transcriptional regulator										145	145	1	221	1388	1262
2788																									2335	34	ybaQ	adhP		ethanol dehydrogenase / alcohol dehydrogenase										765	765	1	245	1010	1003
2789																									2655	34	ybaQ	flgK		flagellar biosynthesis, hook-filament junction protein 1										707	707	1	494	1643	1638
2790																									2650	34	ybaQ	ycjM		putative glucosyltransferase										709	709	1	353	1706	1563
2791																									6459	34	ybaQ	group_15444	flgK	flagellar biosynthesis, hook-filament junction protein 1										113	113	1	326	1643	1611
2792																									2625	34	ybaQ	flgL		flagellar biosynthesis; hook-filament junction protein										713	713	1	227	953	950
2793																									2604	34	ybaQ	ybhG		putative membrane fusion protein										718	718	1	236	998	991
2794																									2569	34	ybaQ	ldcA		L,D-carboxypeptidase A										725	725	1	380	914	912
2795																									2407	34	ybaQ	group_16520		hypothetical protein										754	754	1	347	659	658
2796																									5628	34	ybaQ	group_12416	ygeK	putative DNA-binding transcriptional regulator										151	151	1	155	632	521
2797																									2429	34	ybaQ	yfiM		putative protein										752	752	1	152	272	271
2798																									4166	34	ybaQ	group_23544	nhaB	sodium:H  antiporter										320	320	1	284	1541	1536
2799																									2507	34	ybaQ	ycjS		putative oxidoreductase, NADH-binding										737	737	1	713	1163	1054
